"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"60 years"	"60"	223	488975	45.6
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"61 years"	"61"	202	486953	41.5
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"62 years"	"62"	229	483783	47.3
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"63 years"	"63"	223	470260	47.4
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"64 years"	"64"	229	468724	48.9
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"65 years"	"65"	249	451541	55.1
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"66 years"	"66"	227	436597	52.0
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"67 years"	"67"	239	416292	57.4
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"68 years"	"68"	214	402969	53.1
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"69 years"	"69"	239	395815	60.4
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"70 years"	"70"	228	378249	60.3
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"71 years"	"71"	257	370208	69.4
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"72 years"	"72"	311	379367	82.0
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"73 years"	"73"	227	285888	79.4
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"74 years"	"74"	244	281612	86.6
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"75 years"	"75"	241	268933	89.6
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"76 years"	"76"	266	265275	100.3
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"77 years"	"77"	250	230098	108.6
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"78 years"	"78"	245	209026	117.2
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"79 years"	"79"	254	196060	129.6
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"80 years"	"80"	234	179694	130.2
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"81 years"	"81"	245	168137	145.7
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"82 years"	"82"	263	153505	171.3
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"83 years"	"83"	227	142085	159.8
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"84 years"	"84"	251	133267	188.3
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"85 years"	"85"	245	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"86 years"	"86"	222	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"87 years"	"87"	236	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"88 years"	"88"	227	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"89 years"	"89"	238	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"90 years"	"90"	221	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"91 years"	"91"	209	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"92 years"	"92"	208	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"93 years"	"93"	191	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"94 years"	"94"	150	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"95 years"	"95"	125	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"96 years"	"96"	119	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"97 years"	"97"	92	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"98 years"	"98"	77	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"99 years"	"99"	39	Not Applicable	Not Applicable
	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"100+ years"	"100"	70	Not Applicable	Not Applicable
"Total"	"2019"	"2019"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"			11670	39265701	29.7
"Total"	"2019"	"2019"	"Female"	"F"					52813	166582199	31.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"< 1 year"	"0"	11	308930	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"26 years"	"26"	11	393513	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"27 years"	"27"	12	397948	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"29 years"	"29"	12	408729	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"30 years"	"30"	21	396651	5.3
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"31 years"	"31"	21	389027	5.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"32 years"	"32"	16	381157	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"33 years"	"33"	18	379010	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"34 years"	"34"	33	375160	8.8
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"35 years"	"35"	33	358466	9.2
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"36 years"	"36"	19	358794	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"37 years"	"37"	32	355479	9.0
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"38 years"	"38"	43	347721	12.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"39 years"	"39"	34	356577	9.5
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"40 years"	"40"	35	333707	10.5
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"41 years"	"41"	35	327354	10.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"42 years"	"42"	44	321990	13.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"43 years"	"43"	46	314214	14.6
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"44 years"	"44"	47	326230	14.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"45 years"	"45"	62	314599	19.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"46 years"	"46"	50	319011	15.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"47 years"	"47"	72	336976	21.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"48 years"	"48"	77	360410	21.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"49 years"	"49"	100	373105	26.8
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"50 years"	"50"	89	356595	25.0
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"51 years"	"51"	87	353293	24.6
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"52 years"	"52"	146	356307	41.0
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"53 years"	"53"	142	366388	38.8
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"54 years"	"54"	144	387694	37.1
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"55 years"	"55"	188	389364	48.3
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"56 years"	"56"	190	386117	49.2
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"57 years"	"57"	223	382694	58.3
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"58 years"	"58"	203	387731	52.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"59 years"	"59"	230	390858	58.8
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"60 years"	"60"	222	376816	58.9
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"61 years"	"61"	240	372945	64.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"62 years"	"62"	243	363192	66.9
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"63 years"	"63"	240	345850	69.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"64 years"	"64"	191	340034	56.2
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"65 years"	"65"	232	320068	72.5
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"66 years"	"66"	225	304423	73.9
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"67 years"	"67"	269	289159	93.0
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"68 years"	"68"	205	276172	74.2
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"69 years"	"69"	237	267046	88.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"70 years"	"70"	221	255598	86.5
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"71 years"	"71"	224	251036	89.2
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"72 years"	"72"	251	260215	96.5
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"73 years"	"73"	207	186909	110.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"74 years"	"74"	184	180201	102.1
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"75 years"	"75"	194	172440	112.5
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"76 years"	"76"	227	177181	128.1
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"77 years"	"77"	186	150049	124.0
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"78 years"	"78"	163	131331	124.1
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"79 years"	"79"	175	121592	143.9
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"80 years"	"80"	188	112078	167.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"81 years"	"81"	165	105328	156.7
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"82 years"	"82"	180	94052	191.4
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"83 years"	"83"	179	86417	207.1
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"84 years"	"84"	162	79169	204.6
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"85 years"	"85"	178	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"86 years"	"86"	176	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"87 years"	"87"	185	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"88 years"	"88"	182	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"89 years"	"89"	168	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"90 years"	"90"	165	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"91 years"	"91"	131	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"92 years"	"92"	122	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"93 years"	"93"	84	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"94 years"	"94"	85	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"95 years"	"95"	64	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"96 years"	"96"	38	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"97 years"	"97"	37	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"98 years"	"98"	26	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"99 years"	"99"	18	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"100+ years"	"100"	21	Not Applicable	Not Applicable
"Total"	"2019"	"2019"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"			9470	27303675	34.7
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"< 1 year"	"0"	22	403780	5.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"26 years"	"26"	13	479095	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"27 years"	"27"	19	487280	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"28 years"	"28"	14	482727	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"29 years"	"29"	18	477366	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"30 years"	"30"	25	456665	5.5
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"31 years"	"31"	32	445605	7.2
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"32 years"	"32"	28	439137	6.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"33 years"	"33"	41	444528	9.2
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"34 years"	"34"	37	451523	8.2
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"35 years"	"35"	33	433557	7.6
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"36 years"	"36"	57	440416	12.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"37 years"	"37"	57	442371	12.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"38 years"	"38"	73	438971	16.6
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"39 years"	"39"	57	448769	12.7
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"40 years"	"40"	69	419038	16.5
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"41 years"	"41"	69	408770	16.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"42 years"	"42"	68	401150	17.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"43 years"	"43"	73	385889	18.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"44 years"	"44"	79	398347	19.8
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"45 years"	"45"	69	380899	18.1
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"46 years"	"46"	91	385636	23.6
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"47 years"	"47"	102	407562	25.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"48 years"	"48"	130	434526	29.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"49 years"	"49"	140	438160	32.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"50 years"	"50"	147	414932	35.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"51 years"	"51"	175	406228	43.1
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"52 years"	"52"	197	409312	48.1
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"53 years"	"53"	172	417354	41.2
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"54 years"	"54"	256	443307	57.7
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"55 years"	"55"	250	454386	55.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"56 years"	"56"	290	455081	63.7
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"57 years"	"57"	290	456809	63.5
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"58 years"	"58"	295	464951	63.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"59 years"	"59"	331	467663	70.8
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"60 years"	"60"	327	453226	72.1
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"61 years"	"61"	305	449956	67.8
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"62 years"	"62"	322	442127	72.8
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"63 years"	"63"	352	422075	83.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"64 years"	"64"	327	415905	78.6
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"65 years"	"65"	336	394523	85.2
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"66 years"	"66"	314	375454	83.6
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"67 years"	"67"	341	361129	94.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"68 years"	"68"	302	343687	87.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"69 years"	"69"	294	328894	89.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"70 years"	"70"	307	313429	97.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"71 years"	"71"	313	302905	103.3
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"72 years"	"72"	321	311615	103.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"73 years"	"73"	278	220773	125.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"74 years"	"74"	253	213579	118.5
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"75 years"	"75"	248	206616	120.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"76 years"	"76"	253	210191	120.4
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"77 years"	"77"	295	180476	163.5
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"78 years"	"78"	236	159541	147.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"79 years"	"79"	214	145981	146.6
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"80 years"	"80"	218	135606	160.8
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"81 years"	"81"	224	125831	178.0
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"82 years"	"82"	223	111531	199.9
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"83 years"	"83"	191	103351	184.8
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"84 years"	"84"	212	93767	226.1
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"85 years"	"85"	177	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"86 years"	"86"	196	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"87 years"	"87"	213	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"88 years"	"88"	183	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"89 years"	"89"	184	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"90 years"	"90"	188	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"91 years"	"91"	156	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"92 years"	"92"	135	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"93 years"	"93"	108	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"94 years"	"94"	82	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"95 years"	"95"	55	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"96 years"	"96"	62	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"97 years"	"97"	41	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"98 years"	"98"	33	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"99 years"	"99"	20	Not Applicable	Not Applicable
	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"100+ years"	"100"	19	Not Applicable	Not Applicable
"Total"	"2019"	"2019"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"			12732	33741700	37.7
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"0"	37	754276	4.9
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"23 years"	"23"	10	841211	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"24 years"	"24"	11	860492	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"25 years"	"25"	21	875843	2.4
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"26 years"	"26"	16	889515	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"27 years"	"27"	25	908885	2.8
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"28 years"	"28"	10	920493	Unreliable
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"29 years"	"29"	32	912739	3.5
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"30 years"	"30"	49	875521	5.6
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"31 years"	"31"	32	851768	3.8
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"32 years"	"32"	49	837255	5.9
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"33 years"	"33"	67	837116	8.0
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"34 years"	"34"	60	841742	7.1
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"35 years"	"35"	70	812413	8.6
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"36 years"	"36"	74	826352	9.0
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"37 years"	"37"	92	823438	11.2
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"38 years"	"38"	114	814947	14.0
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"39 years"	"39"	139	833883	16.7
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"40 years"	"40"	120	778734	15.4
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"41 years"	"41"	128	764654	16.7
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"42 years"	"42"	134	756498	17.7
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"43 years"	"43"	137	734369	18.7
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"44 years"	"44"	182	757979	24.0
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"45 years"	"45"	187	734725	25.5
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"46 years"	"46"	211	748268	28.2
	"2019"	"2019"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"47 years"	"47"	248	781784	31.7
