"","Notes","Year","Year.Code","Gender","Gender.Code","Census.Region","Census.Region.Code","Single.Year.Ages","Single.Year.Ages.Code","Single.Race.6","Single.Race.6.Code","Deaths","Population","Crude.Rate"
"523","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","53 years",53,"White","2106-3",151,"313601","48.2"
"524","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","54 years",54,"Black or African American","2054-5",14,"46247","Unreliable"
"525","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","54 years",54,"White","2106-3",185,"317331","58.3"
"526","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","55 years",55,"Black or African American","2054-5",16,"45274","Unreliable"
"527","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","55 years",55,"White","2106-3",149,"315283","47.3"
"528","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","56 years",56,"Black or African American","2054-5",17,"43698","Unreliable"
"529","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","56 years",56,"White","2106-3",157,"316732","49.6"
"530","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","57 years",57,"Black or African American","2054-5",19,"43273","Unreliable"
"531","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","57 years",57,"White","2106-3",166,"322923","51.4"
"532","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","58 years",58,"Black or African American","2054-5",22,"44476","49.5"
"533","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","58 years",58,"White","2106-3",195,"324223","60.1"
"534","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","59 years",59,"Black or African American","2054-5",27,"41553","65.0"
"535","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","59 years",59,"White","2106-3",185,"315596","58.6"
"536","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","60 years",60,"Black or African American","2054-5",28,"39671","70.6"
"537","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","60 years",60,"White","2106-3",188,"314034","59.9"
"538","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","61 years",61,"Black or African American","2054-5",27,"38141","70.8"
"539","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","61 years",61,"White","2106-3",183,"306844","59.6"
"540","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","62 years",62,"Black or African American","2054-5",22,"35798","61.5"
"541","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","62 years",62,"White","2106-3",206,"292847","70.3"
"542","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","63 years",63,"Black or African American","2054-5",24,"34432","69.7"
"543","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","63 years",63,"White","2106-3",207,"289929","71.4"
"544","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","64 years",64,"Black or African American","2054-5",25,"31053","80.5"
"545","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","64 years",64,"White","2106-3",187,"274814","68.0"
"546","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","65 years",65,"Black or African American","2054-5",22,"28412","77.4"
"547","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","65 years",65,"White","2106-3",186,"263377","70.6"
"548","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","66 years",66,"Black or African American","2054-5",22,"26372","83.4"
"549","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","66 years",66,"White","2106-3",207,"251073","82.4"
"550","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","67 years",67,"Black or African American","2054-5",26,"26002","100.0"
"551","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","67 years",67,"White","2106-3",203,"239453","84.8"
"552","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","68 years",68,"Black or African American","2054-5",21,"25234","83.2"
"553","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","68 years",68,"White","2106-3",167,"229929","72.6"
"554","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","69 years",69,"Black or African American","2054-5",18,"22495","Unreliable"
"555","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","69 years",69,"White","2106-3",173,"223012","77.6"
"556","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","70 years",70,"Black or African American","2054-5",20,"21101","94.8"
"557","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","70 years",70,"White","2106-3",183,"221332","82.7"
"558","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","71 years",71,"Black or African American","2054-5",15,"20113","Unreliable"
"559","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","71 years",71,"White","2106-3",197,"233723","84.3"
"560","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","72 years",72,"Black or African American","2054-5",13,"16384","Unreliable"
"561","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","72 years",72,"White","2106-3",168,"164695","102.0"
"562","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","73 years",73,"Black or African American","2054-5",19,"16152","Unreliable"
"563","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","73 years",73,"White","2106-3",163,"159018","102.5"
"564","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","74 years",74,"Black or African American","2054-5",10,"14922","Unreliable"
"565","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","74 years",74,"White","2106-3",183,"153778","119.0"
"566","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","75 years",75,"Black or African American","2054-5",11,"14250","Unreliable"
"567","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","75 years",75,"White","2106-3",181,"160481","112.8"
"568","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","76 years",76,"Black or African American","2054-5",18,"12518","Unreliable"
"569","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","76 years",76,"White","2106-3",183,"134662","135.9"
"570","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","77 years",77,"Black or African American","2054-5",18,"11419","Unreliable"
"571","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","77 years",77,"White","2106-3",165,"117722","140.2"
"572","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","78 years",78,"White","2106-3",169,"108539","155.7"
"573","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","79 years",79,"Asian","A",10,"6049","Unreliable"
"574","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","79 years",79,"Black or African American","2054-5",19,"9629","Unreliable"
"575","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","79 years",79,"White","2106-3",138,"101461","136.0"
"576","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","80 years",80,"Black or African American","2054-5",10,"8857","Unreliable"
"577","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","80 years",80,"White","2106-3",170,"95919","177.2"
"578","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","81 years",81,"Black or African American","2054-5",14,"7990","Unreliable"
"579","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","81 years",81,"White","2106-3",139,"86504","160.7"
"580","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","82 years",82,"White","2106-3",154,"80185","192.1"
"581","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","83 years",83,"Black or African American","2054-5",10,"6569","Unreliable"
"582","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","83 years",83,"White","2106-3",150,"74581","201.1"
"583","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","84 years",84,"White","2106-3",157,"65489","239.7"
"584","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","85 years",85,"Black or African American","2054-5",11,"Not Applicable","Not Applicable"
"585","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","85 years",85,"White","2106-3",139,"Not Applicable","Not Applicable"
"586","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","86 years",86,"White","2106-3",160,"Not Applicable","Not Applicable"
"587","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","87 years",87,"White","2106-3",153,"Not Applicable","Not Applicable"
"588","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","88 years",88,"Black or African American","2054-5",13,"Not Applicable","Not Applicable"
"589","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","88 years",88,"White","2106-3",182,"Not Applicable","Not Applicable"
"590","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","89 years",89,"White","2106-3",139,"Not Applicable","Not Applicable"
"591","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","90 years",90,"White","2106-3",141,"Not Applicable","Not Applicable"
"592","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","91 years",91,"White","2106-3",134,"Not Applicable","Not Applicable"
"593","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","92 years",92,"White","2106-3",112,"Not Applicable","Not Applicable"
"594","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","93 years",93,"White","2106-3",89,"Not Applicable","Not Applicable"
"595","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","94 years",94,"White","2106-3",66,"Not Applicable","Not Applicable"
"596","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","95 years",95,"White","2106-3",70,"Not Applicable","Not Applicable"
"597","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","96 years",96,"White","2106-3",44,"Not Applicable","Not Applicable"
"598","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","97 years",97,"White","2106-3",42,"Not Applicable","Not Applicable"
"599","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","98 years",98,"White","2106-3",29,"Not Applicable","Not Applicable"
"600","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","99 years",99,"White","2106-3",19,"Not Applicable","Not Applicable"
"601","",2018,2018,"Male","M","Census Region 1: Northeast","CENS-R1","100+ years",100,"White","2106-3",21,"Not Applicable","Not Applicable"
"602","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","< 1 year",0,"White","2106-3",15,"316917","Unreliable"
"603","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","27 years",27,"White","2106-3",13,"378176","Unreliable"
"604","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","28 years",28,"White","2106-3",18,"374832","Unreliable"
"605","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","29 years",29,"White","2106-3",18,"361678","Unreliable"
"606","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","30 years",30,"White","2106-3",19,"355443","Unreliable"
"607","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","31 years",31,"White","2106-3",16,"353778","Unreliable"
"608","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","32 years",32,"White","2106-3",25,"361257","6.9"
"609","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","33 years",33,"White","2106-3",25,"368710","6.8"
"610","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","34 years",34,"White","2106-3",31,"355175","8.7"
"611","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","35 years",35,"White","2106-3",30,"362479","8.3"
"612","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","36 years",36,"White","2106-3",28,"365736","7.7"
"613","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","37 years",37,"White","2106-3",48,"364307","13.2"
"614","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","38 years",38,"White","2106-3",58,"371770","15.6"
"615","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","39 years",39,"White","2106-3",39,"348192","11.2"
"616","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","40 years",40,"White","2106-3",60,"340966","17.6"
"617","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","41 years",41,"White","2106-3",49,"335115","14.6"
"618","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","42 years",42,"White","2106-3",54,"321145","16.8"
"619","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","43 years",43,"White","2106-3",69,"332460","20.8"
"620","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","44 years",44,"White","2106-3",63,"318436","19.8"
"621","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","45 years",45,"White","2106-3",66,"321238","20.5"
"622","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","46 years",46,"White","2106-3",78,"342070","22.8"
"623","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","47 years",47,"Black or African American","2054-5",14,"44698","Unreliable"
"624","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","47 years",47,"White","2106-3",99,"367985","26.9"
"625","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","48 years",48,"Black or African American","2054-5",11,"44462","Unreliable"
"626","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","48 years",48,"White","2106-3",128,"372406","34.4"
"627","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","49 years",49,"Black or African American","2054-5",12,"40234","Unreliable"
"628","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","49 years",49,"White","2106-3",140,"355692","39.4"
"629","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","50 years",50,"Black or African American","2054-5",11,"39846","Unreliable"
"630","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","50 years",50,"White","2106-3",122,"348232","35.0"
"631","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","51 years",51,"Black or African American","2054-5",20,"39208","51.0"
"632","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","51 years",51,"White","2106-3",146,"353832","41.3"
"633","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","52 years",52,"Black or African American","2054-5",16,"40186","Unreliable"
"634","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","52 years",52,"White","2106-3",167,"361572","46.2"
"635","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","53 years",53,"Black or African American","2054-5",19,"41891","Unreliable"
"636","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","53 years",53,"White","2106-3",173,"385431","44.9"
"637","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","54 years",54,"Black or African American","2054-5",25,"41754","59.9"
"638","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","54 years",54,"White","2106-3",195,"398072","49.0"
"639","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","55 years",55,"Black or African American","2054-5",30,"40640","73.8"
"640","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","55 years",55,"White","2106-3",238,"400108","59.5"
"641","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","56 years",56,"Black or African American","2054-5",37,"40293","91.8"
"642","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","56 years",56,"White","2106-3",263,"404033","65.1"
"643","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","57 years",57,"Black or African American","2054-5",27,"40531","66.6"
"644","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","57 years",57,"White","2106-3",264,"412935","63.9"
"645","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","58 years",58,"Black or African American","2054-5",24,"42144","56.9"
"646","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","58 years",58,"White","2106-3",278,"413992","67.2"
"647","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","59 years",59,"Black or African American","2054-5",22,"39781","55.3"
"648","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","59 years",59,"White","2106-3",255,"403540","63.2"
"649","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","60 years",60,"Black or African American","2054-5",27,"38597","70.0"
"650","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","60 years",60,"White","2106-3",268,"402547","66.6"
"651","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","61 years",61,"Black or African American","2054-5",31,"37458","82.8"
"652","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","61 years",61,"White","2106-3",290,"396908","73.1"
"653","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","62 years",62,"Black or African American","2054-5",45,"35041","128.4"
"654","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","62 years",62,"White","2106-3",268,"379935","70.5"
"655","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","63 years",63,"Black or African American","2054-5",34,"34026","99.9"
"656","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","63 years",63,"White","2106-3",294,"375360","78.3"
"657","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","64 years",64,"Black or African American","2054-5",29,"31087","93.3"
"658","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","64 years",64,"White","2106-3",293,"358223","81.8"
"659","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","65 years",65,"Black or African American","2054-5",44,"28214","156.0"
"660","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","65 years",65,"White","2106-3",306,"343283","89.1"
"661","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","66 years",66,"Black or African American","2054-5",30,"26578","112.9"
"662","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","66 years",66,"White","2106-3",290,"331190","87.6"
"663","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","67 years",67,"Black or African American","2054-5",39,"25837","150.9"
"664","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","67 years",67,"White","2106-3",258,"314984","81.9"
"665","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","68 years",68,"Black or African American","2054-5",27,"24632","109.6"
"666","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","68 years",68,"White","2106-3",271,"301479","89.9"
"667","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","69 years",69,"Black or African American","2054-5",19,"22472","Unreliable"
"668","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","69 years",69,"White","2106-3",251,"289323","86.8"
"669","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","70 years",70,"Black or African American","2054-5",18,"20974","Unreliable"
"670","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","70 years",70,"White","2106-3",240,"280693","85.5"
"671","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","71 years",71,"Black or African American","2054-5",27,"19539","138.2"
"672","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","71 years",71,"White","2106-3",287,"292274","98.2"
"673","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","72 years",72,"Black or African American","2054-5",24,"15624","153.6"
"674","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","72 years",72,"White","2106-3",192,"205332","93.5"
"675","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","73 years",73,"Black or African American","2054-5",24,"15091","159.0"
"676","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","73 years",73,"White","2106-3",194,"199373","97.3"
"677","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","74 years",74,"Black or African American","2054-5",12,"14001","Unreliable"
"678","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","74 years",74,"White","2106-3",195,"194527","100.2"
"679","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","75 years",75,"Black or African American","2054-5",17,"13346","Unreliable"
"680","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","75 years",75,"White","2106-3",229,"199974","114.5"
"681","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","76 years",76,"Black or African American","2054-5",16,"11827","Unreliable"
"682","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","76 years",76,"White","2106-3",232,"171472","135.3"
"683","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","77 years",77,"Black or African American","2054-5",18,"10604","Unreliable"
"684","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","77 years",77,"White","2106-3",189,"151566","124.7"
"685","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","78 years",78,"Black or African American","2054-5",15,"10036","Unreliable"
"686","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","78 years",78,"White","2106-3",181,"139094","130.1"
"687","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","79 years",79,"Black or African American","2054-5",13,"8699","Unreliable"
"688","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","79 years",79,"White","2106-3",191,"131091","145.7"
"689","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","80 years",80,"Black or African American","2054-5",13,"7877","Unreliable"
"690","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","80 years",80,"White","2106-3",212,"122377","173.2"
"691","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","81 years",81,"Black or African American","2054-5",12,"7162","Unreliable"
"692","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","81 years",81,"White","2106-3",182,"109349","166.4"
"693","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","82 years",82,"Black or African American","2054-5",10,"6823","Unreliable"
"694","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","82 years",82,"White","2106-3",204,"101761","200.5"
"695","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","83 years",83,"White","2106-3",198,"93748","211.2"
"696","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","84 years",84,"Black or African American","2054-5",13,"5204","Unreliable"
"697","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","84 years",84,"White","2106-3",191,"79783","239.4"
"698","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","85 years",85,"Black or African American","2054-5",13,"Not Applicable","Not Applicable"
"699","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","85 years",85,"White","2106-3",194,"Not Applicable","Not Applicable"
"700","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","86 years",86,"Black or African American","2054-5",11,"Not Applicable","Not Applicable"
"701","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","86 years",86,"White","2106-3",212,"Not Applicable","Not Applicable"
"702","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","87 years",87,"Black or African American","2054-5",11,"Not Applicable","Not Applicable"
"703","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","87 years",87,"White","2106-3",186,"Not Applicable","Not Applicable"
"704","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","88 years",88,"White","2106-3",187,"Not Applicable","Not Applicable"
"705","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","89 years",89,"White","2106-3",169,"Not Applicable","Not Applicable"
"706","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","90 years",90,"Black or African American","2054-5",11,"Not Applicable","Not Applicable"
"707","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","90 years",90,"White","2106-3",171,"Not Applicable","Not Applicable"
"708","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","91 years",91,"White","2106-3",149,"Not Applicable","Not Applicable"
"709","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","92 years",92,"White","2106-3",126,"Not Applicable","Not Applicable"
"710","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","93 years",93,"White","2106-3",97,"Not Applicable","Not Applicable"
"711","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","94 years",94,"White","2106-3",84,"Not Applicable","Not Applicable"
"712","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","95 years",95,"White","2106-3",75,"Not Applicable","Not Applicable"
"713","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","96 years",96,"White","2106-3",67,"Not Applicable","Not Applicable"
"714","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","97 years",97,"White","2106-3",43,"Not Applicable","Not Applicable"
"715","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","98 years",98,"White","2106-3",24,"Not Applicable","Not Applicable"
"716","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","99 years",99,"White","2106-3",15,"Not Applicable","Not Applicable"
"717","",2018,2018,"Male","M","Census Region 2: Midwest","CENS-R2","100+ years",100,"White","2106-3",26,"Not Applicable","Not Applicable"
"718","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","< 1 year",0,"Black or African American","2054-5",13,"169308","Unreliable"
"719","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","< 1 year",0,"White","2106-3",24,"520172","4.6"
"720","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","22 years",22,"White","2106-3",10,"584588","Unreliable"
"721","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","26 years",26,"White","2106-3",12,"628097","Unreliable"
"722","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","27 years",27,"White","2106-3",18,"641522","Unreliable"
"723","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","28 years",28,"White","2106-3",27,"640095","4.2"
"724","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","29 years",29,"White","2106-3",15,"617846","Unreliable"
"725","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","30 years",30,"White","2106-3",16,"605875","Unreliable"
"726","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","31 years",31,"White","2106-3",30,"599785","5.0"
"727","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","32 years",32,"White","2106-3",38,"602465","6.3"
"728","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","33 years",33,"White","2106-3",41,"607400","6.8"
"729","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","34 years",34,"White","2106-3",46,"587931","7.8"
"730","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","35 years",35,"Black or African American","2054-5",12,"161959","Unreliable"
"731","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","35 years",35,"White","2106-3",62,"597923","10.4"
"732","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","36 years",36,"Black or African American","2054-5",17,"161398","Unreliable"
"733","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","36 years",36,"White","2106-3",68,"596512","11.4"
"734","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","37 years",37,"Black or African American","2054-5",10,"159647","Unreliable"
"735","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","37 years",37,"White","2106-3",74,"592175","12.5"
"736","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","38 years",38,"Black or African American","2054-5",12,"165261","Unreliable"
"737","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","38 years",38,"White","2106-3",85,"604828","14.1"
"738","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","39 years",39,"Black or African American","2054-5",13,"153052","Unreliable"
"739","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","39 years",39,"White","2106-3",89,"566916","15.7"
"740","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","40 years",40,"Black or African American","2054-5",17,"147187","Unreliable"
"741","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","40 years",40,"White","2106-3",101,"559275","18.1"
"742","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","41 years",41,"White","2106-3",92,"555223","16.6"
"743","",2018,2018,"Male","M","Census Region 3: South","CENS-R3","42 years",42,"Black or African American","2054-5",15,"138063","Unreliable"
